trueCardA,trueCardB,trueCardX,trueJaccardIdx,trueRatio,inclExclMinA,inclExclMaxA,inclExclMeanA,inclExclStdDevA,inclExclRMSEA,inclExclMinB,inclExclMaxB,inclExclMeanB,inclExclStdDevB,inclExclRMSEB,inclExclMinX,inclExclMaxX,inclExclMeanX,inclExclStdDevX,inclExclRMSEX,inclExclMinAX,inclExclMaxAX,inclExclMeanAX,inclExclStdDevAX,inclExclRMSEAX,inclExclMinBX,inclExclMaxBX,inclExclMeanBX,inclExclStdDevBX,inclExclRMSEBX,inclExclMinABX,inclExclMaxABX,inclExclMeanABX,inclExclStdDevABX,inclExclRMSEABX,inclExclMinJaccardIdx,inclExclMaxJaccardIdx,inclExclMeanJaccardIdx,inclExclStdDevJaccardIdx,inclExclRMSEJaccardIdx,maxLikeMinA,maxLikeMaxA,maxLikeMeanA,maxLikeStdDevA,maxLikeRMSEA,maxLikeMinB,maxLikeMaxB,maxLikeMeanB,maxLikeStdDevB,maxLikeRMSEB,maxLikeMinX,maxLikeMaxX,maxLikeMeanX,maxLikeStdDevX,maxLikeRMSEX,maxLikeMinAX,maxLikeMaxAX,maxLikeMeanAX,maxLikeStdDevAX,maxLikeRMSEAX,maxLikeMinBX,maxLikeMaxBX,maxLikeMeanBX,maxLikeStdDevBX,maxLikeRMSEBX,maxLikeMinABX,maxLikeMaxABX,maxLikeMeanABX,maxLikeStdDevABX,maxLikeRMSEABX,maxLikeMinJaccardIdx,maxLikeMaxJaccardIdx,maxLikeMeanJaccardIdx,maxLikeStdDevJaccardIdx,maxLikeRMSEJaccardIdx,improvementStdevA,improvementRmseA,improvementStdevB,improvementRmseB,improvementStdevX,improvementRmseX,improvementStdevAX,improvementRmseAX,improvementStdevBX,improvementRmseBX,improvementStdevABX,improvementRmseABX,improvementStdevJaccard,improvementRmseJaccard,avgNumFunctionEvaluations,avgNumGradientEvaluations
1783650614,21296023,389170221,0.17737,83.7551,-0.00531919,0.00391239,4.97451e-06,0.00121876,0.00121877,-0.0483857,0.0523625,0.00034838,0.0146466,0.0146507,-0.00404656,0.00488936,-4.08448e-05,0.00127451,0.00127517,-0.00449136,0.00343263,-3.23211e-06,0.00100502,0.00100503,-0.00323711,0.00383551,-2.06508e-05,0.0010054,0.00100561,-0.00428186,0.00334398,1.80627e-07,0.00100717,0.00100717,-0.00491192,0.00630383,-4.0079e-05,0.00158208,0.00158259,-0.00517762,0.00365409,2.15435e-06,0.00114134,0.00114134,-0.040716,0.0437494,-5.50798e-05,0.0116209,0.0116211,-0.00367926,0.00471209,-1.95174e-05,0.00118518,0.00118534,-0.00425556,0.00306704,-1.72724e-06,0.000954822,0.000954824,-0.00325113,0.00384519,-2.13624e-05,0.00100515,0.00100538,-0.00417114,0.00302807,-2.24507e-06,0.000946325,0.000946328,-0.00457126,0.00588166,-1.65343e-05,0.00140903,0.00140913,1.06783,1.06784,1.26036,1.26071,1.07538,1.07578,1.05257,1.05258,1.00025,1.00023,1.06429,1.06429,1.12281,1.1231,39.6334,39.6334
32092,4054,272,0.00746883,7.91613,-0.00300888,0.00231663,1.51916e-05,0.000767996,0.000768146,-0.0101128,0.00903104,-3.3653e-05,0.00286401,0.00286421,-0.151737,0.140809,0.000155027,0.0412315,0.0412318,-0.00256105,0.00225993,1.63668e-05,0.000691902,0.000692095,-0.00330566,0.00184961,-2.17896e-05,0.00070319,0.000703527,-0.00279168,0.00217792,1.07987e-05,0.000681998,0.000682083,-0.152728,0.141377,0.000156381,0.04152,0.0415203,-0.00272838,0.00230957,1.35546e-05,0.00072051,0.000720637,-0.00684669,0.00621823,-4.53685e-05,0.00180918,0.00180974,-0.089497,0.0944044,0.000330149,0.0246573,0.0246595,-0.00253905,0.00226275,1.62154e-05,0.000692076,0.000692266,-0.00330554,0.00184742,-2.17576e-05,0.000703224,0.000703561,-0.002545,0.00204459,9.35994e-06,0.000640396,0.000640464,-0.089797,0.0955891,0.000325108,0.024824,0.0248261,1.06591,1.06593,1.58305,1.58266,1.67218,1.67204,0.999748,0.999753,0.999951,0.999952,1.06496,1.06498,1.67258,1.67244,22.0654,22.0654
47102261762,2264762985,1174389309,0.0232362,20.7979,-0.00456692,0.00419229,-1.72435e-05,0.00108228,0.00108241,-0.0278648,0.0237319,1.72639e-05,0.00683893,0.00683895,-0.0459641,0.0515411,-3.32852e-05,0.0130754,0.0130754,-0.00415074,0.00369587,-1.76337e-05,0.00101481,0.00101496,-0.00314503,0.00377069,2.60497e-09,0.000995764,0.000995764,-0.00428564,0.00393063,-1.60699e-05,0.0010119,0.00101203,-0.0471994,0.0535107,-1.25964e-05,0.0133865,0.0133865,-0.00440594,0.00363152,-2.07437e-05,0.00103798,0.00103819,-0.0138205,0.0131081,-2.48359e-05,0.00397594,0.00397602,-0.0244562,0.0258542,4.78373e-05,0.00744572,0.00744587,-0.00409115,0.00351268,-1.90754e-05,0.00101239,0.00101257,-0.00314885,0.00377575,-1.97364e-08,0.000995806,0.000995806,-0.0041356,0.00340803,-1.93335e-05,0.000970876,0.000971068,-0.0268035,0.0266026,6.87127e-05,0.00758837,0.00758868,1.04267,1.0426,1.72008,1.72005,1.7561,1.75607,1.00238,1.00236,0.999958,0.999958,1.04226,1.04218,1.76408,1.764,42.336,42.336
15837,13915,1441,0.0461963,1.13812,-0.00446834,0.00360834,-2.07658e-05,0.00119284,0.00119302,-0.00399998,0.00500599,-3.14758e-06,0.00130456,0.00130457,-0.0434328,0.0346062,-3.85399e-06,0.010204,0.010204,-0.00285432,0.00213998,-1.93554e-05,0.000679062,0.000679337,-0.00254507,0.0022206,-3.21387e-06,0.000702256,0.000702263,-0.00245629,0.00214299,-1.21252e-05,0.000701254,0.000701358,-0.0453209,0.0348963,1.35734e-05,0.0106879,0.010688,-0.00331169,0.00282999,-1.57814e-05,0.000894559,0.000894699,-0.00371394,0.00292798,4.2785e-06,0.000982512,0.000982521,-0.0232917,0.0268906,-6.47411e-05,0.00626526,0.00626559,-0.00282428,0.00214696,-1.98647e-05,0.000677143,0.000677434,-0.00254665,0.00221732,-2.19827e-06,0.000700839,0.000700842,-0.00220462,0.00173963,-9.09456e-06,0.0005683,0.000568373,-0.0242693,0.0278248,-5.38232e-05,0.00652538,0.00652561,1.33344,1.33343,1.32778,1.32777,1.62866,1.62858,1.00283,1.00281,1.00202,1.00203,1.23395,1.23398,1.6379,1.63785,24.2418,24.2418
3083083913,1174389309,162128255,0.0366839,2.62527,-0.00500679,0.00501846,-9.36624e-07,0.00138548,0.00138548,-0.00873997,0.0088284,-4.32867e-05,0.002538,0.00253837,-0.0605648,0.0626904,0.00038964,0.0170008,0.0170053,-0.00374887,0.00379023,1.85763e-05,0.00101377,0.00101394,-0.00362222,0.00341138,9.23012e-06,0.000994375,0.000994418,-0.00322094,0.00396102,2.13787e-06,0.00100832,0.00100832,-0.0627816,0.0642352,0.000398665,0.0176167,0.0176212,-0.00392089,0.00388979,1.55402e-05,0.00111159,0.0011117,-0.00581876,0.00487193,-3.50548e-06,0.0015018,0.00150181,-0.0292155,0.0281109,0.000101952,0.00810797,0.00810861,-0.00362572,0.00376152,1.98572e-05,0.00101186,0.00101206,-0.00368291,0.00339707,9.28718e-06,0.000994595,0.000994639,-0.00250133,0.00275764,1.36492e-05,0.000830257,0.000830369,-0.0300747,0.0298287,9.05998e-05,0.00834549,0.00834599,1.2464,1.24628,1.68997,1.69021,2.0968,2.09719,1.00188,1.00186,0.999778,0.999778,1.21447,1.21431,2.11092,2.11134,42.2907,42.2907
464,305,14,0.0178799,1.52131,-0.00595523,0.000563395,-1.52042e-05,0.00107783,0.00107794,-0.0059864,0.000649669,-5.69606e-06,0.00138837,0.00138838,-0.0103181,0.133729,7.62057e-05,0.0261894,0.0261895,-0.00604982,0.000249464,-1.25269e-05,0.000692526,0.000692639,-0.00612684,0.000168942,-2.10162e-06,0.000691268,0.000691271,-0.00347034,0.000398917,-9.86613e-06,0.000689495,0.000689566,-0.0107109,0.137463,9.89352e-05,0.0266998,0.0267,-0.00613389,0.00242867,-2.17006e-05,0.000866016,0.000866288,-0.00628896,0.0034743,-1.53036e-05,0.000999811,0.000999928,-0.0730063,0.139849,0.000281732,0.0155229,0.0155254,-0.00605392,0.000410577,-1.28135e-05,0.000692464,0.000692582,-0.00613085,0.000337606,-2.26753e-06,0.000691382,0.000691386,-0.00359949,0.000283499,-1.37834e-05,0.000576576,0.000576741,-0.0732413,0.142484,0.000300248,0.0158335,0.0158363,1.24459,1.24432,1.38863,1.38848,1.68715,1.68688,1.00009,1.00008,0.999834,0.999834,1.19584,1.19562,1.68629,1.68599,13.0864,13.0864
43163436,1054980,8441331,0.160299,40.914,-0.00430427,0.00409377,6.76286e-06,0.00120965,0.00120967,-0.0338153,0.036624,-0.000285082,0.0101122,0.0101162,-0.00525028,0.00546556,2.55456e-05,0.00155724,0.00155745,-0.00366733,0.0031147,9.83528e-06,0.00100836,0.0010084,-0.00327822,0.00338578,-8.96313e-06,0.000955155,0.000955197,-0.00378766,0.00330399,3.92694e-06,0.00100688,0.00100688,-0.00608028,0.00690876,2.26887e-05,0.00188455,0.00188469,-0.00404859,0.00400355,2.19376e-05,0.00112823,0.00112845,-0.0265136,0.028281,-0.000237686,0.00788516,0.00788874,-0.00485483,0.00484456,1.94097e-05,0.0013576,0.00135773,-0.00339566,0.00349393,2.15241e-05,0.00096078,0.000961021,-0.00326387,0.00341488,-9.15207e-06,0.000954864,0.000954908,-0.00343307,0.00308985,1.63311e-05,0.000940088,0.000940229,-0.00560346,0.00532397,3.85009e-06,0.00158191,0.00158192,1.07217,1.07198,1.28244,1.28236,1.14706,1.1471,1.04952,1.0493,1.0003,1.0003,1.07104,1.07089,1.19131,1.19139,39.841,39.841
3857,3224,87,0.0121373,1.19634,-0.00386009,0.0033897,1.62501e-05,0.00113047,0.00113059,-0.0047465,0.00345332,1.55757e-05,0.00127261,0.0012727,-0.104186,0.164687,-0.000717333,0.039112,0.0391186,-0.00293561,0.00188402,6.81179e-08,0.000670729,0.000670729,-0.00297746,0.00162237,-3.68228e-06,0.000696822,0.000696831,-0.00251232,0.00201876,7.04305e-06,0.000690851,0.000690887,-0.105423,0.166757,-0.00070503,0.0396011,0.0396074,-0.00292459,0.00243416,6.28934e-06,0.000867542,0.000867565,-0.003845,0.00275979,3.27176e-06,0.000947879,0.000947884,-0.0694289,0.0921292,-0.000273558,0.0233887,0.0233903,-0.00293739,0.00186405,1.16235e-07,0.000670551,0.000670551,-0.00299834,0.001628,-4.00224e-06,0.000696762,0.000696773,-0.00223347,0.00170514,1.53552e-06,0.000569249,0.000569251,-0.0704195,0.0935885,-0.000268179,0.0236777,0.0236792,1.30307,1.30317,1.34259,1.34268,1.67226,1.67242,1.00027,1.00027,1.00009,1.00008,1.21362,1.21368,1.67251,1.67266,17.6223,17.6223
5329186306,4114387435,429886036,0.0435396,1.29526,-0.00552396,0.00552731,-3.31296e-06,0.00166461,0.00166461,-0.00736559,0.00642453,2.10657e-05,0.00195869,0.00195881,-0.0585828,0.0560652,0.000141074,0.0159003,0.015901,-0.00325198,0.0038443,7.4648e-06,0.00101199,0.00101202,-0.00321338,0.00340008,3.24184e-05,0.00100978,0.0010103,-0.00359155,0.00320294,1.31325e-05,0.00100458,0.00100467,-0.0610558,0.0590569,0.000139388,0.0165743,0.0165749,-0.00538348,0.00395657,1.74275e-05,0.00118123,0.00118136,-0.00411061,0.00449258,4.80666e-05,0.00128057,0.00128148,-0.030406,0.0308625,-0.000112653,0.00754922,0.00755007,-0.00331033,0.0037867,7.71771e-06,0.00101077,0.0010108,-0.00319466,0.00344376,3.28627e-05,0.00100949,0.00101003,-0.00297681,0.00271022,2.45316e-05,0.000773352,0.000773741,-0.0313332,0.0339403,-0.000135115,0.00777978,0.00778095,1.40922,1.40907,1.52954,1.52856,2.10622,2.10607,1.0012,1.0012,1.00028,1.00027,1.299,1.29845,2.13044,2.13019,41.0129,41.0129
2138265,34751,6343,0.00291049,61.531,-0.00362645,0.00272093,-1.28576e-05,0.000816849,0.00081695,-0.0357101,0.031287,-4.96108e-05,0.00965395,0.00965408,-0.173636,0.18775,0.000300738,0.0527711,0.0527719,-0.00345064,0.00267732,-1.19301e-05,0.00079831,0.0007984,-0.00243438,0.00308695,4.46676e-06,0.000701255,0.000701269,-0.00355204,0.00264996,-1.25309e-05,0.000801235,0.000801333,-0.174725,0.187968,0.000322282,0.0529375,0.0529385,-0.00357899,0.00273995,-1.21224e-05,0.000803385,0.000803477,-0.0167466,0.0187408,-1.78307e-05,0.00500119,0.00500122,-0.105021,0.0869397,0.000126281,0.0270939,0.0270942,-0.00343724,0.00269186,-1.1713e-05,0.000798009,0.000798095,-0.00243558,0.00308773,4.41341e-06,0.000701419,0.000701433,-0.00350552,0.00269523,-1.18106e-05,0.000788043,0.000788132,-0.105917,0.08868,0.000140575,0.0271747,0.0271751,1.01676,1.01677,1.93033,1.93035,1.94771,1.94772,1.00038,1.00038,0.999767,0.999768,1.01674,1.01675,1.94804,1.94805,32.2493,32.2493
9703090,3733007,18023,0.00133959,2.59927,-0.00553524,0.00530899,-1.34776e-05,0.00129963,0.0012997,-0.00920815,0.00912711,-3.16886e-05,0.00247994,0.00248014,-1,1.99415,0.0107959,0.468632,0.468756,-0.00423415,0.00344514,6.56308e-06,0.000952437,0.00095246,-0.00357722,0.00427845,2.03359e-05,0.000897477,0.000897708,-0.004068,0.00435598,-4.05032e-06,0.000974106,0.000974115,-1,2.00422,0.0111055,0.469304,0.469436,-0.00376053,0.0037172,2.81473e-05,0.000996455,0.000996853,-0.00361208,0.00632372,7.63175e-05,0.00121544,0.00121783,-0.999945,0.43952,-0.0149149,0.175203,0.175836,-0.00423253,0.00326242,4.42917e-07,0.000950869,0.000950869,-0.00357584,0.00251833,4.28763e-06,0.000883699,0.000883709,-0.00290785,0.00288816,2.14952e-05,0.000750113,0.00075042,-0.999945,0.440256,-0.0148991,0.175331,0.175963,1.30426,1.30381,2.04036,2.03652,2.6748,2.66587,1.00165,1.00167,1.01559,1.01584,1.29861,1.29809,2.67668,2.66782,35.4446,35.4446
721215037,220709637,6325446,0.00667065,3.26771,-0.00435921,0.00527355,5.3513e-05,0.00128301,0.00128412,-0.0119082,0.0126869,0.000112811,0.00282258,0.00282483,-0.360487,0.340737,-0.00405684,0.0910094,0.0910998,-0.00371184,0.00401142,1.77764e-05,0.00101137,0.00101152,-0.00336145,0.00345573,-3.36044e-06,0.001016,0.00101601,-0.00381595,0.00405078,3.98961e-05,0.00101137,0.00101216,-0.362754,0.345618,-0.0040414,0.0916042,0.0916933,-0.00341936,0.00416736,2.55336e-05,0.00104786,0.00104817,-0.00462956,0.00457953,2.29109e-05,0.00136514,0.00136533,-0.117309,0.111144,-0.00092019,0.03193,0.0319433,-0.00371377,0.00401489,1.73112e-05,0.00101142,0.00101156,-0.00336304,0.0034519,-3.36491e-06,0.00101597,0.00101597,-0.00269697,0.00322453,1.86145e-05,0.000835634,0.000835841,-0.116644,0.112036,-0.000932486,0.0321151,0.0321286,1.22441,1.22511,2.06761,2.06897,2.85027,2.85192,0.99995,0.999958,1.00004,1.00004,1.21031,1.21095,2.85237,2.85395,39.2604,39.2604
26507497,8275003,1479690,0.0408053,3.20332,-0.00495733,0.00433339,-7.54638e-05,0.00133247,0.00133461,-0.0103277,0.00943146,-9.18703e-05,0.00287347,0.00287494,-0.0535333,0.0595124,0.000347944,0.015029,0.015033,-0.00286813,0.00304438,-5.30781e-05,0.000979221,0.000980658,-0.00324805,0.00321066,-2.51548e-05,0.000941157,0.000941493,-0.00369658,0.0035095,-6.19305e-05,0.00100645,0.00100836,-0.054658,0.0632648,0.000420024,0.0156569,0.0156626,-0.00348199,0.00310514,-5.07793e-05,0.00107386,0.00107506,-0.00635246,0.00591091,-2.03003e-05,0.00162783,0.00162795,-0.0249286,0.0227533,-5.12394e-05,0.00742875,0.00742893,-0.00281608,0.00298837,-5.08037e-05,0.000976964,0.000978284,-0.00324294,0.00319959,-2.49935e-05,0.000940705,0.000941037,-0.0024132,0.00259246,-4.38428e-05,0.000819979,0.00082115,-0.0260686,0.0229762,-5.23414e-06,0.00767113,0.00767113,1.24082,1.24142,1.76522,1.76599,2.02308,2.02358,1.00231,1.00243,1.00048,1.00048,1.22741,1.22798,2.04102,2.04176,42.0879,42.0879
35805,1707,146,0.003877,20.9754,-0.00242487,0.00252265,-4.85522e-06,0.000733216,0.000733232,-0.0166868,0.0158996,2.85533e-06,0.00455769,0.00455769,-0.181324,0.206461,-2.73655e-05,0.0525667,0.0525667,-0.00246504,0.00257972,-4.94663e-06,0.000697823,0.00069784,-0.00398484,0.000917472,4.74198e-07,0.00069121,0.000691211,-0.00230432,0.00241554,-4.59298e-06,0.000697495,0.00069751,-0.182132,0.207321,-1.14892e-05,0.0527775,0.0527775,-0.00224037,0.00258526,-4.52123e-06,0.000714485,0.000714499,-0.010372,0.00834054,1.4489e-05,0.00276938,0.00276942,-0.0892168,0.111773,-0.000160393,0.0312348,0.0312353,-0.00246156,0.0025972,-5.15424e-06,0.000697963,0.000697982,-0.00396529,0.000932121,7.09847e-07,0.000691275,0.000691275,-0.00214158,0.00247538,-4.26383e-06,0.000679656,0.00067967,-0.089293,0.113872,-0.000151528,0.0313748,0.0313752,1.02622,1.02622,1.64574,1.64572,1.68295,1.68293,0.999799,0.999797,0.999907,0.999907,1.02625,1.02625,1.68216,1.68214,20.7654,20.7654
750499260,447341132,3089958,0.00257297,1.67769,-0.00507788,0.00502074,7.93166e-06,0.00147537,0.00147539,-0.00776295,0.00793937,-3.9154e-05,0.00212784,0.0021282,-0.913523,0.943505,0.0057524,0.267129,0.267191,-0.00331982,0.00332326,3.14858e-05,0.00100638,0.00100688,-0.00397901,0.00370468,5.76062e-07,0.00101607,0.00101607,-0.00332053,0.00311892,5.1728e-06,0.0010022,0.00100221,-0.913735,0.949622,0.00592976,0.267817,0.267882,-0.00341989,0.00393648,2.19206e-05,0.00106229,0.00106251,-0.00480818,0.00399619,-1.55919e-05,0.00116766,0.00116776,-0.287125,0.265883,0.00235323,0.080795,0.0808292,-0.00331697,0.00332317,3.14798e-05,0.00100644,0.00100693,-0.00397999,0.00370148,6.58278e-07,0.00101602,0.00101602,-0.00259516,0.00300736,1.39458e-05,0.000764946,0.000765073,-0.287637,0.265673,0.00235652,0.0810045,0.0810388,1.38886,1.38859,1.82231,1.82246,3.30626,3.30562,0.999942,0.999942,1.00005,1.00005,1.31016,1.30996,3.3062,3.30561,37.7435,37.7435
8441331,1634498,53310,0.00526303,5.16448,-0.00398283,0.00469046,-1.82506e-05,0.00114423,0.00114438,-0.0113375,0.0104442,-6.55776e-05,0.00332914,0.00332979,-0.319203,0.351592,0.0020031,0.0992279,0.0992481,-0.00342098,0.00346889,-5.5652e-06,0.000950391,0.000950407,-0.00292904,0.00263116,-2.37852e-07,0.000797684,0.000797684,-0.00354971,0.00410938,-1.52492e-05,0.000962871,0.000962991,-0.321262,0.354825,0.00207108,0.0997556,0.0997771,-0.00310334,0.00334341,1.66678e-06,0.00096948,0.000969482,-0.00441667,0.00508515,3.53726e-05,0.00140797,0.00140841,-0.133291,0.13656,-0.00109101,0.0360148,0.0360313,-0.00342213,0.00344792,-5.19054e-06,0.000950146,0.00095016,-0.00292951,0.00262833,-2.04528e-07,0.000797692,0.000797692,-0.00270794,0.00298619,1.35497e-06,0.000818803,0.000818804,-0.133366,0.138243,-0.00108677,0.0361602,0.0361765,1.18025,1.1804,2.3645,2.36421,2.7552,2.7545,1.00026,1.00026,0.99999,0.99999,1.17595,1.1761,2.75871,2.75806,37.9178,37.9178
5235826,485486,64405,0.0111317,10.7847,-0.00337421,0.00359679,-2.28135e-06,0.000992697,0.0009927,-0.0177435,0.0165252,-6.74873e-05,0.00458059,0.00458109,-0.122092,0.135968,0.000340116,0.0339247,0.0339264,-0.00321109,0.00315682,1.87924e-06,0.000901299,0.000901301,-0.00262699,0.00273237,-1.97475e-05,0.000715717,0.000715989,-0.00302105,0.00331338,-3.94139e-06,0.000900564,0.000900572,-0.123142,0.137405,0.000356925,0.0342899,0.0342918,-0.00353561,0.00317757,5.28161e-06,0.00092551,0.000925525,-0.00922278,0.00775723,9.34295e-06,0.00217645,0.00217647,-0.0512313,0.0641253,-0.000238264,0.0154381,0.0154399,-0.00323194,0.00318137,2.3222e-06,0.000901681,0.000901684,-0.00262501,0.00273285,-1.96575e-05,0.000715638,0.000715908,-0.0031673,0.00289765,2.91132e-06,0.000839105,0.00083911,-0.051379,0.0657165,-0.000238319,0.0155997,0.0156015,1.0726,1.07258,2.10462,2.10483,2.19746,2.19731,0.999575,0.999574,1.00011,1.00011,1.07324,1.07325,2.19812,2.19798,38.5404,38.5404
93072,52782,358,0.0024485,1.76333,-0.00364918,0.00379542,1.39536e-05,0.00103437,0.00103446,-0.00516984,0.00480412,1.98051e-05,0.00150666,0.00150679,-0.630115,0.611173,-0.00393369,0.195433,0.195473,-0.00246155,0.00241697,-1.17282e-06,0.000707588,0.000707589,-0.00246575,0.00261832,-6.82929e-06,0.000693671,0.000693705,-0.00257596,0.00264517,6.40014e-06,0.000703133,0.000703162,-0.630573,0.613462,-0.00384536,0.195917,0.195955,-0.00279833,0.0027327,-1.0458e-05,0.000798042,0.000798111,-0.00315867,0.00323199,-2.31164e-05,0.000951951,0.000952232,-0.319348,0.404333,0.002387,0.0948772,0.0949072,-0.00246263,0.0024155,-1.27155e-06,0.000707561,0.000707562,-0.00246339,0.00261467,-6.87959e-06,0.000693656,0.00069369,-0.00197958,0.00178601,-9.15745e-06,0.000562316,0.000562391,-0.320081,0.405078,0.00241859,0.0951124,0.0951431,1.29613,1.29614,1.5827,1.58237,2.05986,2.05962,1.00004,1.00004,1.00002,1.00002,1.25042,1.25031,2.05985,2.05958,26.4905,26.4905
5172455725,3208269483,72414817,0.00856662,1.61223,-0.00690134,0.00512028,-9.42328e-06,0.00152876,0.00152879,-0.00897074,0.00724966,-1.83101e-05,0.00208641,0.00208649,-0.284009,0.379692,0.00175278,0.0815342,0.081553,-0.00334986,0.00352108,1.4907e-05,0.00101796,0.00101807,-0.0034044,0.00390258,2.07832e-05,0.00100174,0.00100196,-0.00437495,0.00346307,2.29993e-06,0.00100539,0.00100539,-0.286052,0.385755,0.00180705,0.0822248,0.0822446,-0.00353984,0.00361065,7.49398e-06,0.00109831,0.00109833,-0.00401056,0.00408851,9.13746e-06,0.00120372,0.00120375,-0.103667,0.103815,0.000542313,0.0294313,0.0294363,-0.00335042,0.00351965,1.48781e-05,0.001018,0.00101811,-0.00340473,0.00390446,2.09063e-05,0.00100169,0.00100191,-0.00266707,0.00255987,1.26993e-05,0.000770398,0.000770503,-0.103892,0.104886,0.000536637,0.0296581,0.0296629,1.39193,1.39192,1.73331,1.73332,2.77032,2.77049,0.999962,0.999962,1.00005,1.00005,1.30502,1.30485,2.77243,2.77264,39.8674,39.8674
1697082357,131555758,4509877,0.00246018,12.9001,-0.00364449,0.00400197,1.67163e-05,0.00109434,0.00109447,-0.0189437,0.0185012,9.7266e-05,0.00520192,0.00520282,-0.52217,0.526074,-0.00260451,0.148837,0.14886,-0.00361053,0.00339747,9.76907e-06,0.000999769,0.000999817,-0.00371519,0.00312979,7.71613e-06,0.00102396,0.00102399,-0.00347514,0.00366683,1.60483e-05,0.00101476,0.00101488,-0.522354,0.528213,-0.00255876,0.149248,0.14927,-0.00366118,0.00339284,8.71265e-06,0.00101597,0.00101601,-0.00761102,0.00719275,-3.34987e-06,0.00207495,0.00207495,-0.182339,0.208745,0.000330861,0.0533951,0.0533961,-0.003617,0.00340502,9.56647e-06,0.000999472,0.000999518,-0.00371502,0.00312995,7.72752e-06,0.00102397,0.001024,-0.00349027,0.00321285,8.63953e-06,0.000942126,0.000942165,-0.183029,0.207754,0.000331305,0.0535564,0.0535574,1.07714,1.07723,2.50701,2.50745,2.78746,2.78784,1.0003,1.0003,0.999991,0.999991,1.07709,1.07718,2.78674,2.7871,37.6802,37.6802
