trueCardA,trueCardB,trueCardX,trueJaccardIdx,trueLogRatio,inclExclMinA,inclExclM3sA,inclExclM2sA,inclExclM1sA,inclExclMedA,inclExclP1sA,inclExclP2sA,inclExclP3sA,inclExclMaxA,inclExclMeanA,inclExclStdDevA,inclExclRMSEA,inclExclMinB,inclExclM3sB,inclExclM2sB,inclExclM1sB,inclExclMedB,inclExclP1sB,inclExclP2sB,inclExclP3sB,inclExclMaxB,inclExclMeanB,inclExclStdDevB,inclExclRMSEB,inclExclMinX,inclExclM3sX,inclExclM2sX,inclExclM1sX,inclExclMedX,inclExclP1sX,inclExclP2sX,inclExclP3sX,inclExclMaxX,inclExclMeanX,inclExclStdDevX,inclExclRMSEX,inclExclMinJaccardIdx,inclExclM3sJaccardIdx,inclExclM2sJaccardIdx,inclExclM1sJaccardIdx,inclExclMedJaccardIdx,inclExclP1sJaccardIdx,inclExclP2sJaccardIdx,inclExclP3sJaccardIdx,inclExclMaxJaccardIdx,inclExclMeanJaccardIdx,inclExclStdDevJaccardIdx,inclExclRMSEJaccardIdx,maxLikeMinA,maxLikeM3sA,maxLikeM2sA,maxLikeM1sA,maxLikeMedA,maxLikeP1sA,maxLikeP2sA,maxLikeP3sA,maxLikeMaxA,maxLikeMeanA,maxLikeStdDevA,maxLikeRMSEA,maxLikeMinB,maxLikeM3sB,maxLikeM2sB,maxLikeM1sB,maxLikeMedB,maxLikeP1sB,maxLikeP2sB,maxLikeP3sB,maxLikeMaxB,maxLikeMeanB,maxLikeStdDevB,maxLikeRMSEB,maxLikeMinX,maxLikeM3sX,maxLikeM2sX,maxLikeM1sX,maxLikeMedX,maxLikeP1sX,maxLikeP2sX,maxLikeP3sX,maxLikeMaxX,maxLikeMeanX,maxLikeStdDevX,maxLikeRMSEX,maxLikeMinJaccardIdx,maxLikeM3sJaccardIdx,maxLikeM2sJaccardIdx,maxLikeM1sJaccardIdx,maxLikeMedJaccardIdx,maxLikeP1sJaccardIdx,maxLikeP2sJaccardIdx,maxLikeP3sJaccardIdx,maxLikeMaxJaccardIdx,maxLikeMeanJaccardIdx,maxLikeStdDevJaccardIdx,maxLikeRMSEJaccardIdx,improvementStdevA,improvementRmseA,improvementStdevB,improvementRmseB,improvementStdevX,improvementRmseX,avgNumIterations,maxNumIterations
110226,1205,691,0.00616293,1.9613,-0.00239711,-0.0018991,-0.00141539,-0.000713879,-1.58301e-05,0.000703501,0.00140925,0.00236211,0.00280856,-4.53591e-06,0.000712958,0.000712972,-0.0354769,-0.0292295,-0.0192018,-0.00940093,0.000156634,0.00966138,0.0183806,0.0267799,0.0286722,2.21902e-05,0.00944389,0.00944391,-0.051413,-0.0456055,-0.0318507,-0.0163381,-0.000353331,0.0164064,0.0332988,0.0524197,0.0600347,-7.91648e-05,0.0164131,0.0164133,-0.0513567,-0.0463543,-0.0320258,-0.0165477,-0.000461702,0.0164882,0.0335857,0.0533099,0.0609851,-7.22007e-05,0.0165356,0.0165358,-0.00242325,-0.00187837,-0.00140829,-0.000700789,-2.02936e-05,0.000689024,0.0013945,0.00229091,0.00277952,-3.44497e-06,0.000705783,0.000705792,-0.0240949,-0.0197676,-0.0130641,-0.0065468,0.000102366,0.00653875,0.0131669,0.0189489,0.0227873,7.0607e-05,0.00652154,0.00652192,-0.0374315,-0.0324111,-0.0229426,-0.0114132,-0.000378011,0.0111575,0.0228896,0.0337413,0.0402329,-0.000209133,0.0112979,0.0112998,-0.0380388,-0.033429,-0.02284,-0.0112648,-0.000340462,0.011265,0.0229408,0.0336094,0.0403034,-0.000204097,0.0113751,0.011377,1.01017,1.01017,1.44811,1.44803,1.45276,1.45253,3.27813,73
773240139,13474584,20465059,0.0253538,1.7588,-0.00353077,-0.00288147,-0.00206868,-0.00103612,-2.53624e-05,0.00105363,0.00210635,0.00332221,0.00464061,5.28548e-06,0.001058,0.00105802,-0.0381712,-0.0311518,-0.0209612,-0.0104019,-0.000166958,0.0107813,0.0220249,0.0322191,0.0406568,9.5658e-05,0.0106874,0.0106878,-0.0283749,-0.0209914,-0.0146602,-0.00711235,0.000159975,0.0069834,0.0139597,0.0204677,0.0250724,-1.38465e-05,0.00709961,0.00709962,-0.0289923,-0.0215089,-0.015024,-0.00742736,0.000140672,0.00737282,0.0145812,0.0220529,0.0255899,-1.78685e-05,0.00734498,0.007345,-0.00344827,-0.00280765,-0.00198067,-0.00101511,-1.40057e-05,0.0010593,0.00206359,0.00326997,0.00402266,1.02695e-05,0.00103561,0.00103566,-0.0331144,-0.023361,-0.0149695,-0.00724003,0.000211521,0.00759593,0.0151596,0.0233353,0.0288809,0.000167008,0.00752772,0.00752957,-0.0182451,-0.01476,-0.0099893,-0.00511445,4.41133e-05,0.0049358,0.0101143,0.0153877,0.0212904,-6.24431e-05,0.0050321,0.00503249,-0.0180866,-0.0149532,-0.0102658,-0.00533285,-4.5846e-05,0.00503323,0.010462,0.016287,0.0207598,-7.21885e-05,0.00518932,0.00518982,1.02162,1.02158,1.41974,1.41945,1.41086,1.41076,3.64566,18
307179,5046,8549,0.0266512,1.78444,-0.00259099,-0.00216574,-0.00146294,-0.000716836,1.08226e-05,0.000737509,0.00145929,0.00212838,0.00252764,7.84098e-06,0.000729814,0.000729856,-0.0300014,-0.0237733,-0.0163081,-0.0081585,-0.000165928,0.00799085,0.0163595,0.02353,0.0290664,-0.000106812,0.00811638,0.00811709,-0.0169404,-0.0138134,-0.00942583,-0.00458957,0.000130154,0.004781,0.00948993,0.0139215,0.0172552,7.83275e-05,0.00472579,0.00472644,-0.0174415,-0.0143106,-0.00985494,-0.00480041,9.7416e-05,0.00496015,0.0098482,0.0145423,0.0182569,7.15685e-05,0.00491515,0.00491567,-0.00241295,-0.00211871,-0.00142998,-0.000703598,9.37504e-06,0.000716128,0.00141021,0.00210706,0.00255108,8.42373e-06,0.000712743,0.000712793,-0.0198618,-0.0166636,-0.0115925,-0.00607144,-5.00275e-05,0.00591767,0.0115443,0.0167997,0.0190778,-7.05192e-05,0.00590443,0.00590485,-0.0120747,-0.00984365,-0.00665846,-0.00348523,1.18626e-05,0.00357093,0.00702293,0.00996443,0.0116075,5.59521e-05,0.00347909,0.00347954,-0.0135928,-0.0100671,-0.00691397,-0.00365593,8.67499e-05,0.00371857,0.00741214,0.0108456,0.0123716,4.81734e-05,0.00360245,0.00360277,1.02395,1.02394,1.37463,1.37465,1.35834,1.35835,3.86469,36
74032,16317,6343,0.0656,0.656779,-0.00289231,-0.00260023,-0.00179611,-0.000891749,1.00458e-05,0.000866486,0.00172309,0.00265988,0.00285697,-1.12932e-05,0.000883082,0.000883154,-0.00796523,-0.00741744,-0.00460846,-0.0023415,-1.45753e-06,0.00235715,0.00456169,0.00635727,0.00930769,-2.24095e-05,0.00231633,0.00231644,-0.0195924,-0.0154596,-0.0107489,-0.00540125,1.1537e-05,0.00547903,0.0109485,0.0159451,0.0221403,4.13663e-05,0.00547565,0.00547581,-0.0208385,-0.0164279,-0.0113714,-0.00575273,0.000108533,0.00582975,0.0117264,0.0173311,0.0234355,5.33647e-05,0.00583695,0.0058372,-0.00288033,-0.00220789,-0.00155878,-0.000810549,-4.93359e-06,0.00076776,0.00153496,0.00238395,0.0027181,-4.70592e-06,0.000785061,0.000785076,-0.00643111,-0.00485646,-0.00334209,-0.00163198,2.54515e-05,0.00158781,0.00322789,0.00471053,0.00724734,1.20813e-06,0.00161657,0.00161657,-0.014628,-0.0111393,-0.00721952,-0.00371613,-3.03043e-05,0.00370183,0.00743517,0.0103894,0.0124904,-1.90839e-05,0.00367545,0.0036755,-0.0155152,-0.011367,-0.00749989,-0.0038396,-2.84856e-05,0.00390044,0.00771409,0.0113208,0.0139662,-1.35402e-05,0.00386212,0.00386214,1.12486,1.12493,1.43287,1.43294,1.48979,1.48981,3.84398,8
50221,4898,958,0.0170837,1.01087,-0.00259004,-0.00243677,-0.00165155,-0.000811675,-2.65862e-06,0.000752472,0.00148367,0.0021567,0.00273561,-1.34689e-05,0.000787988,0.000788103,-0.0111924,-0.00997498,-0.00653193,-0.0032771,4.48326e-05,0.00325812,0.00630267,0.00855859,0.0102603,-3.02727e-05,0.00322898,0.00322912,-0.0561996,-0.0424465,-0.0313985,-0.0161272,0.000149556,0.0164094,0.0325995,0.0496795,0.0628131,0.000163443,0.016145,0.0161458,-0.0565508,-0.0435483,-0.0317453,-0.0163424,0.000125987,0.0168265,0.0329061,0.0509809,0.0637606,0.000180299,0.0164333,0.0164343,-0.00292035,-0.00224138,-0.00153014,-0.000760025,2.96683e-06,0.000756528,0.00142359,0.00205629,0.00252461,-8.25264e-06,0.000745271,0.000745316,-0.0066943,-0.00627068,-0.00415534,-0.00203238,8.21261e-06,0.00205431,0.00408023,0.00576121,0.00772614,1.43915e-05,0.0020584,0.00205845,-0.037623,-0.0312587,-0.0201876,-0.0100182,-0.000243234,0.00985254,0.0200608,0.0280599,0.0323519,-0.000107983,0.00995487,0.00995545,-0.0375842,-0.0322162,-0.0203552,-0.0102282,-0.000204877,0.0099447,0.0203285,0.0290539,0.0325912,-9.80124e-05,0.0101309,0.0101314,1.05732,1.05741,1.56868,1.56871,1.62182,1.62181,4.35974,14
1097816,452822,48262,0.0301845,0.384602,-0.00367467,-0.00321478,-0.00212935,-0.00105741,1.3492e-05,0.00108553,0.00214131,0.00337763,0.00417934,1.34934e-05,0.00107914,0.00107922,-0.00704011,-0.00552398,-0.00390738,-0.00193848,3.08642e-05,0.00205432,0.00397051,0.00557777,0.00702261,4.77191e-05,0.00198174,0.00198231,-0.0604921,-0.0514002,-0.0347982,-0.0178199,-0.000559657,0.0167405,0.0342765,0.0508882,0.0557723,-0.000549816,0.0171795,0.0171883,-0.0619545,-0.0522204,-0.0357854,-0.0184801,-0.000509614,0.0173015,0.035583,0.0518733,0.0581053,-0.00054653,0.0177048,0.0177132,-0.00327895,-0.00242434,-0.00161746,-0.000816936,7.10891e-06,0.000831422,0.00175851,0.00261882,0.00323181,1.9136e-05,0.000834856,0.000835075,-0.00465245,-0.00329876,-0.00234888,-0.00113011,5.81765e-05,0.00126255,0.00247797,0.00337677,0.00520365,6.27525e-05,0.00120034,0.00120198,-0.0320743,-0.0274564,-0.0184229,-0.00975749,-0.000774329,0.0083769,0.0173967,0.0243361,0.0330955,-0.000686839,0.00899819,0.00902437,-0.0329362,-0.0285116,-0.0189535,-0.0100387,-0.00077862,0.00863755,0.0178405,0.0251724,0.0332575,-0.000694701,0.00923104,0.00925715,1.2926,1.29236,1.65098,1.6492,1.90922,1.90466,3.66457,9
84256,2919,2210,0.0247245,1.46037,-0.00255448,-0.00227327,-0.00153953,-0.000797201,-7.11557e-06,0.000720468,0.0015014,0.0021499,0.00269689,-1.78056e-05,0.000761049,0.000761257,-0.0196593,-0.0171224,-0.0114227,-0.00583324,-0.000153331,0.00531703,0.0107654,0.0162847,0.0197905,-0.000227602,0.00557075,0.00557539,-0.0259476,-0.0229527,-0.0137689,-0.0069287,0.000146392,0.00754492,0.0150762,0.0226194,0.0261897,0.00027289,0.00726089,0.00726602,-0.0270344,-0.0236357,-0.0145016,-0.00710697,0.000115124,0.00782113,0.015459,0.0230778,0.0257333,0.000292188,0.00747327,0.00747898,-0.00259319,-0.0020602,-0.00148497,-0.000759609,-2.3477e-06,0.000721076,0.00145507,0.00216631,0.00229023,-1.34689e-05,0.000736055,0.000736178,-0.0132485,-0.0120434,-0.00784349,-0.00415517,-3.69893e-05,0.00379877,0.00753091,0.0109644,0.0144532,-0.000119305,0.00390433,0.00390616,-0.0174836,-0.0146815,-0.0096552,-0.00491631,-3.34976e-06,0.00520895,0.0102019,0.0155643,0.0173774,0.000132289,0.00506903,0.00507076,-0.0175547,-0.015138,-0.0100543,-0.00498915,2.93346e-06,0.00538287,0.0105019,0.0159708,0.0177326,0.00014648,0.00519109,0.00519315,1.03396,1.03407,1.42681,1.42734,1.4324,1.43293,3.08011,25
13049219720,721215037,145319400,0.0104428,1.25752,-0.00394183,-0.00336251,-0.00212254,-0.00108273,-1.08978e-05,0.00112238,0.00220195,0.00317449,0.00361235,7.78561e-06,0.00108508,0.0010851,-0.0208173,-0.018228,-0.0121626,-0.00610339,0.000130539,0.00626289,0.0123212,0.0177351,0.0200912,3.20015e-05,0.00615492,0.00615501,-0.101295,-0.0822676,-0.0597003,-0.0304897,-0.00043841,0.0302556,0.0593231,0.0912746,0.101092,-0.000175068,0.0300467,0.0300472,-0.0999745,-0.0833003,-0.0607431,-0.0306993,-0.000446018,0.0307074,0.0598009,0.0916047,0.100918,-0.000173058,0.0303311,0.0303315,-0.0038195,-0.00303467,-0.00207923,-0.00104644,-1.97187e-05,0.00106404,0.00210151,0.00312528,0.00358236,2.38505e-06,0.00105403,0.00105403,-0.0114189,-0.0101579,-0.00639441,-0.00324127,-7.17241e-05,0.00319234,0.00624273,0.00962065,0.0112073,-4.05442e-05,0.00320243,0.00320269,-0.0459801,-0.0434085,-0.0296234,-0.0149305,0.000272749,0.0153399,0.0300241,0.0456808,0.0521989,0.000184131,0.0150066,0.0150077,-0.047653,-0.0441027,-0.029745,-0.0151536,0.000256258,0.0154055,0.0305696,0.0461543,0.0523907,0.000184755,0.0151518,0.0151529,1.02946,1.02948,1.92195,1.92182,2.00223,2.00212,3.90069,22
59347163,1287276,286512,0.00470301,1.66373,-0.00349122,-0.0029871,-0.00209134,-0.00102136,4.24415e-05,0.00100273,0.00201143,0.0029683,0.00352796,6.71345e-06,0.00101704,0.00101706,-0.0339556,-0.0278157,-0.0189173,-0.00997026,-0.000393508,0.00952583,0.0184785,0.0267235,0.0399565,-0.000278679,0.00964143,0.00964546,-0.174251,-0.120915,-0.0847867,-0.0428429,0.0016342,0.0451472,0.0846378,0.12347,0.152021,0.00118349,0.0432722,0.0432884,-0.175805,-0.120689,-0.0855923,-0.0430872,0.00191576,0.0456651,0.0854037,0.124758,0.153993,0.00118766,0.0435015,0.0435177,-0.00326571,-0.00282666,-0.00201721,-0.000985959,2.6802e-05,0.00100147,0.00196357,0.00301259,0.00358376,1.23254e-05,0.000996946,0.000997022,-0.0159125,-0.0139158,-0.00961971,-0.00503434,-0.000130131,0.00485064,0.00965451,0.0129328,0.0153783,-7.746e-05,0.0048746,0.00487522,-0.0644719,-0.0580197,-0.0427379,-0.0218445,0.000477909,0.0218774,0.0439993,0.0618592,0.070449,0.000279728,0.0216476,0.0216494,-0.0657065,-0.0583585,-0.0429148,-0.021699,0.000517063,0.0219679,0.0439442,0.0620173,0.0724044,0.00027111,0.021767,0.0217687,1.02016,1.0201,1.97789,1.97847,1.99894,1.99952,6.57486,45
119095712,5235826,586521,0.00469525,1.35691,-0.00393253,-0.00328638,-0.00217123,-0.00106631,-3.21878e-07,0.00111532,0.00215142,0.00332044,0.00415579,1.06316e-05,0.00109046,0.00109051,-0.0256542,-0.0207503,-0.0140165,-0.00724831,-0.000128687,0.00682218,0.0138813,0.0217507,0.024168,-0.000126425,0.00703155,0.00703269,-0.237717,-0.193129,-0.123413,-0.0613374,0.000453345,0.0635977,0.124891,0.179739,0.210058,0.00116376,0.0623011,0.062312,-0.23804,-0.193092,-0.123016,-0.0616747,0.000292118,0.0640381,0.124883,0.179807,0.210768,0.00117249,0.062596,0.062607,-0.00396271,-0.00304814,-0.00210336,-0.00103438,1.10291e-05,0.00108207,0.00205668,0.00300683,0.00392844,1.49917e-05,0.00105302,0.00105312,-0.0110005,-0.00940223,-0.00617042,-0.00311429,-0.000106876,0.00311409,0.00616633,0.00969606,0.0128434,-3.78149e-05,0.00312751,0.00312774,-0.103917,-0.0851736,-0.0548408,-0.0260046,0.000465616,0.0268479,0.0532341,0.0757576,0.102291,0.000371171,0.0268871,0.0268897,-0.104373,-0.0850644,-0.0547606,-0.0260036,0.000567802,0.0271256,0.0542123,0.0760371,0.102126,0.000360507,0.0270075,0.0270099,1.03556,1.0355,2.24829,2.24849,2.31714,2.31732,5.44524,53
32092,4054,272,0.00746883,0.898513,-0.00300888,-0.00220969,-0.00155888,-0.00073268,1.54032e-05,0.000785263,0.0015569,0.00213132,0.00231663,1.51916e-05,0.000767996,0.000768146,-0.0101128,-0.00832361,-0.00583896,-0.00290514,-3.67506e-06,0.00281303,0.00555019,0.0086677,0.00903104,-3.3653e-05,0.00286401,0.00286421,-0.151737,-0.126166,-0.080403,-0.0408077,-0.000310782,0.0417082,0.0835405,0.120561,0.140809,0.000155027,0.0412315,0.0412318,-0.152728,-0.126349,-0.0806768,-0.0407944,-0.000490686,0.0420869,0.0841212,0.121172,0.141377,0.000156381,0.04152,0.0415203,-0.00273007,-0.00206105,-0.00142014,-0.000699396,2.83883e-06,0.000726298,0.00145965,0.00205964,0.00230939,1.33736e-05,0.000720502,0.000720626,-0.00684812,-0.0057663,-0.00380461,-0.00183956,-4.7006e-06,0.00173783,0.00340322,0.00518525,0.00621722,-4.78963e-05,0.00180926,0.0018099,-0.089496,-0.0704396,-0.047839,-0.0242423,-0.000339288,0.0248283,0.0513857,0.0774983,0.0944483,0.000332943,0.0246561,0.0246583,-0.0897958,-0.0704494,-0.0482639,-0.0245806,-0.000427566,0.0249675,0.0517366,0.0780897,0.0956341,0.000328322,0.0248228,0.0248249,1.06592,1.06594,1.58297,1.58253,1.67226,1.67212,4.58716,20
47102261762,2264762985,1174389309,0.0232362,1.31802,-0.00456692,-0.00336847,-0.00221254,-0.00108762,3.16866e-06,0.00105602,0.00212979,0.00318504,0.00419229,-1.72435e-05,0.00108228,0.00108241,-0.0278648,-0.0208867,-0.0137449,-0.00690233,7.46547e-05,0.00691722,0.013481,0.018892,0.0237319,1.72639e-05,0.00683893,0.00683895,-0.0459641,-0.0366674,-0.0260802,-0.0131355,-0.000110985,0.0131933,0.0261494,0.0390418,0.0515411,-3.32852e-05,0.0130754,0.0130754,-0.0471994,-0.0378027,-0.0265505,-0.0134707,-7.2072e-05,0.0136178,0.0266221,0.040831,0.0535107,-1.25964e-05,0.0133865,0.0133865,-0.00440554,-0.00324184,-0.00212321,-0.00104112,1.03132e-06,0.0010134,0.0020469,0.00313071,0.00362993,-2.11704e-05,0.00103797,0.00103819,-0.0138293,-0.0123088,-0.00801248,-0.00406911,-1.00447e-05,0.00392956,0.00788599,0.0119525,0.0131078,-3.45312e-05,0.0039762,0.00397635,-0.0244558,-0.0212728,-0.0147604,-0.00735177,5.02144e-05,0.00751127,0.0147772,0.0226087,0.0258719,6.74015e-05,0.00744663,0.00744694,-0.0268033,-0.022162,-0.014879,-0.00747591,4.96401e-05,0.0077332,0.0151459,0.0234187,0.0266211,8.86522e-05,0.00758892,0.00758944,1.04268,1.04259,1.71997,1.71991,1.75588,1.75582,3.80588,11
15837,13915,1441,0.0461963,0.0561897,-0.00446834,-0.00334972,-0.00239576,-0.00119724,-3.54315e-05,0.00118771,0.00236529,0.00342339,0.00360834,-2.07658e-05,0.00119284,0.00119302,-0.00399998,-0.00375531,-0.0025604,-0.00131195,-1.31036e-05,0.00132485,0.00257706,0.00368346,0.00500599,-3.14758e-06,0.00130456,0.00130457,-0.0434328,-0.0269218,-0.0201326,-0.0103736,-5.43619e-05,0.0105526,0.0204071,0.02757,0.0346062,-3.85399e-06,0.010204,0.010204,-0.0453209,-0.0284665,-0.0211662,-0.0107666,-4.23074e-05,0.0111016,0.021214,0.0287747,0.0348963,1.35734e-05,0.0106879,0.010688,-0.00331141,-0.00296926,-0.00188352,-0.000872862,-8.67989e-06,0.000849397,0.00175063,0.00255846,0.00283017,-1.5644e-05,0.000894559,0.000894696,-0.003714,-0.00297757,-0.00189936,-0.00098964,-2.36198e-06,0.00100047,0.00192711,0.00282543,0.00292783,3.89577e-06,0.0009825,0.000982508,-0.0232913,-0.0202633,-0.0123576,-0.00626945,-9.92402e-05,0.00607292,0.0128079,0.0181836,0.0268907,-6.41818e-05,0.0062652,0.00626553,-0.0242688,-0.0211134,-0.0129117,-0.00649757,-0.000154068,0.0063205,0.0134226,0.0197138,0.0278248,-5.31887e-05,0.00652533,0.00652554,1.33344,1.33343,1.3278,1.32779,1.62868,1.62859,3.0129,10
3083083913,1174389309,162128255,0.0366839,0.419173,-0.00500679,-0.00412463,-0.00272211,-0.00139312,-2.2004e-07,0.00140143,0.00281279,0.00407205,0.00501846,-9.36624e-07,0.00138548,0.00138548,-0.00873997,-0.00760525,-0.00514129,-0.00254344,-6.09942e-05,0.002459,0.00492182,0.00836926,0.0088284,-4.32867e-05,0.002538,0.00253837,-0.0605648,-0.052614,-0.0333633,-0.0166623,0.00045951,0.0171136,0.0347316,0.0559106,0.0626904,0.00038964,0.0170008,0.0170053,-0.0627816,-0.0555476,-0.0346756,-0.0172203,0.000506356,0.0177996,0.0360401,0.0584052,0.0642352,0.000398665,0.0176167,0.0176212,-0.0039205,-0.00291626,-0.00217657,-0.00110097,1.73686e-05,0.00113104,0.0023136,0.00349285,0.00388979,1.55553e-05,0.00111162,0.00111173,-0.00581963,-0.00450283,-0.0030209,-0.00149174,1.20344e-05,0.00146619,0.00292989,0.00405269,0.00487216,-3.58483e-06,0.00150174,0.00150175,-0.0292152,-0.0244622,-0.0159554,-0.00798327,7.19342e-05,0.00813113,0.0172709,0.0242799,0.0281021,0.000101872,0.00810809,0.00810873,-0.0300744,-0.0243732,-0.0162602,-0.00824195,5.34329e-05,0.00837865,0.017534,0.0247492,0.0298201,9.05331e-05,0.00834559,0.00834608,1.24636,1.24624,1.69004,1.69028,2.09677,2.09716,3.92079,7
464,305,14,0.0178799,0.182218,-0.00595523,-0.00593606,-0.00377682,-0.00162694,0.000521898,0.000534678,0.000545114,0.000555513,0.000563395,-1.52042e-05,0.00107783,0.00107794,-0.0059864,-0.00597698,-0.00269876,-0.00266108,0.000598133,0.000613142,0.000626271,0.000640072,0.000649669,-5.69606e-06,0.00138837,0.00138838,-0.0103181,-0.0102099,-0.0100101,-0.00981767,-0.0095987,-0.00930394,0.0620534,0.133459,0.133729,7.62057e-05,0.0261894,0.0261895,-0.0107109,-0.0105989,-0.0103835,-0.0101733,-0.00991822,-0.00857066,0.0640737,0.136127,0.137463,9.89352e-05,0.0266998,0.0267,-0.00613404,-0.00403686,-0.00185486,0.000254512,0.00032345,0.000339789,0.000353899,0.000369378,0.0024297,-2.18124e-05,0.000866034,0.000866309,-0.00628833,-0.00624896,-0.00299479,0.000261217,0.000299239,0.000321297,0.000340616,0.000360327,0.00347683,-1.52223e-05,0.00099977,0.000999885,-0.0730164,-0.00473063,-0.00404476,-0.00362234,-0.00313399,-0.0023356,0.068291,0.071263,0.139858,0.000280765,0.0155237,0.0155263,-0.073252,-0.00486293,-0.00430889,-0.00384279,-0.00327148,-0.00183008,0.0695851,0.0728136,0.142493,0.000299333,0.0158343,0.0158371,1.24456,1.24429,1.38869,1.38854,1.68706,1.68679,3.76658,12
